"TeamID","TeamCode","TeamName","LongName","DivID","TeamStatus","TeamDesc","StatWins","StatLosses","StatTies","StatWinsPerc","StatPlayed","StatGamesBack","StatPtsScored","StatPtsAllowed","StatPtsJoint","StatPtsPerc","StatDivWins","StatDivLosses","StatDivTies","StatDivWinsPerc","StatDivPlayed","StatDivGamesBack","StatDivPtsScored","StatDivPtsAllowed","StatDivPtsJoint","StatDivPtsPerc","DateCreated","DateApproved","DateUpdated","ByCreated","ByUpdated","ByApproved","IsDescActive","IsApproved","IsPublic","IsActive","TeamContact","TeamEmail"
80,"39D2ACB9-8373-4618-B29C-9F767574D312","Comets","Comets",15,"C","The Comets, formed in 2005, are back for another season of exciting softball and some friendly competition. Consisting of a diverse group of men and women, the original Comets look forward to showing its newbies how to have fun both on and off the field.",9,11,0,0.45,20,8,151,181,332,0.455,9,11,0,0.45,20,8,151,181,332,0.455,,,,,,,"1","1","1","1",,
81,"08DBD014-3A23-4E5C-821B-1D7DC7AC2BDC","Grizzlies","Grizzlies",15,"C","<p>The GRIZZLIES are back!!!!&nbsp;&nbsp; &nbsp;Returning vets welcome some new young (and some not so young) blood to become a force to be reckoned with. The Grizzlies look forward to good times and fun play. Three UP... Three Down!! Join the team for drinks on the Hudson River at their&nbsp;sponsor bar, Chelsea Brewering Company.</p>",9,10,0,0.474,19,7.5,183,198,381,0.48,9,10,0,0.474,19,7.5,183,198,381,0.48,,,"2011-04-20 21:35:00",,327,,"1","1","1","1",,
82,"51852A81-9981-4E53-8405-9306512ACD44","Jesters","Jesters",15,"C","<p>The Jesters are back in 2011!</p>",10,8,0,0.556,18,6,164,155,319,0.514,10,8,0,0.556,18,6,164,155,319,0.514,,,"2011-05-10 10:22:00",,78,,"1","1","1","1",,
83,"5010FDC6-6D04-4419-89CE-AA582FF3AFF8","Steel Magnolias","Steel Magnolias",15,"C","<p>Let us introduce ouselves! Click <a href=""http://animoto.com/play/1WJoZ3IvAf9yNPgsplOAJw"">here</a> for a video montage of the Steel Magnolias!</p>",2,15,0,0.118,17,13.5,100,197,297,0.337,2,15,0,0.118,17,13.5,100,197,297,0.337,,,"2011-05-24 16:11:00",,204,,"1","1","1","1",,
84,"EE10D7E8-F65C-457D-B540-3B132C8711A5","Swingers","Swingers",15,"C","<p>A knowing examination of the psyche of the modern American male. Mike, a struggling actor and stand-up comic looking  for romance in the wake of the dissolution of a six-year relationship.  Against his better judgment, he hits the town with his pal Trent, a retro-hip smooth-talker who calls  women &quot;babies&quot; and feels compelled to illustrate to Mike the error of  his gentlemanly ways. First in Las Vegas and later in a series of hip  L.A. nightspots, the duo and their other pals, including a guy named Sue, prowl for women, looking for kicks and cheap thrills. The difference is  that while Trent wants sex, Mike wants love and romance. Only when he  learns to simply be himself does he find what he's looking for...</p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">Oh wait...wrong Swingers...</span></p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">We are a badass group of fun loving softball junkies.&nbsp; We play hard and party hard. We pride ourselves on speed and defense.&nbsp; Do you swing baby!?</span></p><p>A knowing examination of the psyche of the modern American male. Mike, a struggling actor and stand-up comic looking  for romance in the wake of the dissolution of a six-year relationship.  Against his better judgment, he hits the town with his pal Trent, a retro-hip smooth-talker who calls  women &quot;babies&quot; and feels compelled to illustrate to Mike the error of  his gentlemanly ways. First in Las Vegas and later in a series of hip  L.A. nightspots, the duo and their other pals, including a guy named Sue, prowl for women, looking for kicks and cheap thrills. The difference is  that while Trent wants sex, Mike wants love and romance. Only when he  learns to simply be himself does he find what he's looking for...</p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">Oh wait...wrong Swingers...</span></p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">We are a badass group of fun loving softball junkies.&nbsp; We play hard and party hard. We pride ourselves on speed and defense.&nbsp; Do you swing baby!?</span></p><p>A knowing examination of the psyche of the modern American male. Mike, a struggling actor and stand-up comic looking  for romance in the wake of the dissolution of a six-year relationship.  Against his better judgment, he hits the town with his pal Trent, a retro-hip smooth-talker who calls  women &quot;babies&quot; and feels compelled to illustrate to Mike the error of  his gentlemanly ways. First in Las Vegas and later in a series of hip  L.A. nightspots, the duo and their other pals, including a guy named Sue, prowl for women, looking for kicks and cheap thrills. The difference is  that while Trent wants sex, Mike wants love and romance. Only when he  learns to simply be himself does he find what he's looking for...</p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">Oh wait...wrong Swingers...</span></p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">We are a badass group of fun loving softball junkies.&nbsp; We play hard and party hard. We pride ourselves on speed and defense.&nbsp; Do you swing baby!?</span></p><p>A knowing examination of the psyche of the modern American male. Mike, a struggling actor and stand-up comic looking  for romance in the wake of the dissolution of a six-year relationship.  Against his better judgment, he hits the town with his pal Trent, a retro-hip smooth-talker who calls  women &quot;babies&quot; and feels compelled to illustrate to Mike the error of  his gentlemanly ways. First in Las Vegas and later in a series of hip  L.A. nightspots, the duo and their other pals, including a guy named Sue, prowl for women, looking for kicks and cheap thrills. The difference is  that while Trent wants sex, Mike wants love and romance. Only when he  learns to simply be himself does he find what he's looking for...</p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">Oh wait...wrong Swingers...</span></p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">We are a badass group of fun loving softball junkies.&nbsp; We play hard and party hard. We pride ourselves on speed and defense.&nbsp; Do you swing baby!?</span></p><p>A knowing examination of the psyche of the modern American male. Mike, a struggling actor and stand-up comic looking  for romance in the wake of the dissolution of a six-year relationship.  Against his better judgment, he hits the town with his pal Trent, a retro-hip smooth-talker who calls  women &quot;babies&quot; and feels compelled to illustrate to Mike the error of  his gentlemanly ways. First in Las Vegas and later in a series of hip  L.A. nightspots, the duo and their other pals, including a guy named Sue, prowl for women, looking for kicks and cheap thrills. The difference is  that while Trent wants sex, Mike wants love and romance. Only when he  learns to simply be himself does he find what he's looking for...</p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">Oh wait...wrong Swingers...</span></p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">We are a badass group of fun loving softball junkies.&nbsp; We play hard and party hard. We pride ourselves on speed and defense.&nbsp; Do you swing baby!?</span></p><p>A knowing examination of the psyche of the modern American male. Mike, a struggling actor and stand-up comic looking  for romance in the wake of the dissolution of a six-year relationship.  Against his better judgment, he hits the town with his pal Trent, a retro-hip smooth-talker who calls  women &quot;babies&quot; and feels compelled to illustrate to Mike the error of  his gentlemanly ways. First in Las Vegas and later in a series of hip  L.A. nightspots, the duo and their other pals, including a guy named Sue, prowl for women, looking for kicks and cheap thrills. The difference is  that while Trent wants sex, Mike wants love and romance. Only when he  learns to simply be himself does he find what he's looking for...</p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">Oh wait...wrong Swingers...</span></p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">We are a badass group of fun loving softball junkies.&nbsp; We play hard and party hard. We pride ourselves on speed and defense.&nbsp; Do you swing baby!?</span></p><p>A knowing examination of the psyche of the modern American male. Mike, a struggling actor and stand-up comic looking  for romance in the wake of the dissolution of a six-year relationship.  Against his better judgment, he hits the town with his pal Trent, a retro-hip smooth-talker who calls  women &quot;babies&quot; and feels compelled to illustrate to Mike the error of  his gentlemanly ways. First in Las Vegas and later in a series of hip  L.A. nightspots, the duo and their other pals, including a guy named Sue, prowl for women, looking for kicks and cheap thrills. The difference is  that while Trent wants sex, Mike wants love and romance. Only when he  learns to simply be himself does he find what he's looking for...</p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">Oh wait...wrong Swingers...</span></p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">We are a badass group of fun loving softball junkies.&nbsp; We play hard and party hard. We pride ourselves on speed and defense.&nbsp; Do you swing baby!?</span></p><p>A knowing examination of the psyche of the modern American male. Mike, a struggling actor and stand-up comic looking  for romance in the wake of the dissolution of a six-year relationship.  Against his better judgment, he hits the town with his pal Trent, a retro-hip smooth-talker who calls  women &quot;babies&quot; and feels compelled to illustrate to Mike the error of  his gentlemanly ways. First in Las Vegas and later in a series of hip  L.A. nightspots, the duo and their other pals, including a guy named Sue, prowl for women, looking for kicks and cheap thrills. The difference is  that while Trent wants sex, Mike wants love and romance. Only when he  learns to simply be himself does he find what he's looking for...</p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">Oh wait...wrong Swingers...</span></p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">We are a badass group of fun loving softball junkies.&nbsp; We play hard and party hard. We pride ourselves on speed and defense.&nbsp; Do you swing baby!?</span></p><p>A knowing examination of the psyche of the modern American male. Mike, a struggling actor and stand-up comic looking  for romance in the wake of the dissolution of a six-year relationship.  Against his better judgment, he hits the town with his pal Trent, a retro-hip smooth-talker who calls  women &quot;babies&quot; and feels compelled to illustrate to Mike the error of  his gentlemanly ways. First in Las Vegas and later in a series of hip  L.A. nightspots, the duo and their other pals, including a guy named Sue, prowl for women, looking for kicks and cheap thrills. The difference is  that while Trent wants sex, Mike wants love and romance. Only when he  learns to simply be himself does he find what he's looking for...</p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">Oh wait...wrong Swingers...</span></p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">We are a badass group of fun loving softball junkies.&nbsp; We play hard and party hard. We pride ourselves on speed and defense.&nbsp; Do you swing baby!?</span></p><p>A knowing examination of the psyche of the modern American male. Mike, a struggling actor and stand-up comic looking  for romance in the wake of the dissolution of a six-year relationship.  Against his better judgment, he hits the town with his pal Trent, a retro-hip smooth-talker who calls  women &quot;babies&quot; and feels compelled to illustrate to Mike the error of  his gentlemanly ways. First in Las Vegas and later in a series of hip  L.A. nightspots, the duo and their other pals, including a guy named Sue, prowl for women, looking for kicks and cheap thrills. The difference is  that while Trent wants sex, Mike wants love and romance. Only when he  learns to simply be himself does he find what he's looking for...</p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">Oh wait...wrong Swingers...</span></p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">We are a badass group of fun loving softball junkies.&nbsp; We play hard and party hard. We pride ourselves on speed and defense.&nbsp; Do you swing baby!?</span></p><p>A knowing examination of the psyche of the modern American male. Mike, a struggling actor and stand-up comic looking  for romance in the wake of the dissolution of a six-year relationship.  Against his better judgment, he hits the town with his pal Trent, a retro-hip smooth-talker who calls  women &quot;babies&quot; and feels compelled to illustrate to Mike the error of  his gentlemanly ways. First in Las Vegas and later in a series of hip  L.A. nightspots, the duo and their other pals, including a guy named Sue, prowl for women, looking for kicks and cheap thrills. The difference is  that while Trent wants sex, Mike wants love and romance. Only when he  learns to simply be himself does he find what he's looking for...</p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">Oh wait...wrong Swingers...</span></p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">We are a badass group of fun loving softball junkies.&nbsp; We play hard and party hard. We pride ourselves on speed and defense.&nbsp; Do you swing baby!?</span></p><p>A knowing examination of the psyche of the modern American male. Mike, a struggling actor and stand-up comic looking  for romance in the wake of the dissolution of a six-year relationship.  Against his better judgment, he hits the town with his pal Trent, a retro-hip smooth-talker who calls  women &quot;babies&quot; and feels compelled to illustrate to Mike the error of  his gentlemanly ways. First in Las Vegas and later in a series of hip  L.A. nightspots, the duo and their other pals, including a guy named Sue, prowl for women, looking for kicks and cheap thrills. The difference is  that while Trent wants sex, Mike wants love and romance. Only when he  learns to simply be himself does he find what he's looking for...</p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">Oh wait...wrong Swingers...</span></p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">We are a badass group of fun loving softball junkies.&nbsp; We play hard and party hard. We pride ourselves on speed and defense.&nbsp; Do you swing baby!?</span></p><p>A knowing examination of the psyche of the modern American male. Mike, a struggling actor and stand-up comic looking  for romance in the wake of the dissolution of a six-year relationship.  Against his better judgment, he hits the town with his pal Trent, a retro-hip smooth-talker who calls  women &quot;babies&quot; and feels compelled to illustrate to Mike the error of  his gentlemanly ways. First in Las Vegas and later in a series of hip  L.A. nightspots, the duo and their other pals, including a guy named Sue, prowl for women, looking for kicks and cheap thrills. The difference is  that while Trent wants sex, Mike wants love and romance. Only when he  learns to simply be himself does he find what he's looking for...</p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">Oh wait...wrong Swingers...</span></p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">We are a badass group of fun loving softball junkies.&nbsp; We play hard and party hard. We pride ourselves on speed and defense.&nbsp; Do you swing baby!?</span></p><p>A knowing examination of the psyche of the modern American male. Mike, a struggling actor and stand-up comic looking  for romance in the wake of the dissolution of a six-year relationship.  Against his better judgment, he hits the town with his pal Trent, a retro-hip smooth-talker who calls  women &quot;babies&quot; and feels compelled to illustrate to Mike the error of  his gentlemanly ways. First in Las Vegas and later in a series of hip  L.A. nightspots, the duo and their other pals, including a guy named Sue, prowl for women, looking for kicks and cheap thrills. The difference is  that while Trent wants sex, Mike wants love and romance. Only when he  learns to simply be himself does he find what he's looking for...</p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">Oh wait...wrong Swingers...</span></p>
<p><span mso-bidi-language:="""" mso-fareast-language:="""" mso-ansi-language:="""" mso-fareast-theme-font:="""" mso-fareast-font-family:="""" font-size:="""" new="""" times="""" style="""">We are a badass group of fun loving softball junkies.&nbsp; We play hard and party hard. We pride ourselves on speed and defense.&nbsp; Do you swing baby!?</span></p>",17,3,0,0.85,20,0,246,113,359,0.685,17,3,0,0.85,20,0,246,113,359,0.685,,,"2011-05-13 10:34:00",,359,,"1","1","1","1",,
85,"69BD30A4-7956-42A6-969E-C078A13BB8C5","B-Bombers","B-Bombers",16,"C","<p>The B-Bombers had an amazing first season. The team consisted of players&nbsp;with many years of experience to players that never picked up a softball.&nbsp;They went to the championship game and finished 2nd in the women's&nbsp;division. A huge accomplishment for a new team. The B-Bombers are back and&nbsp;ready to go to the top this year.</p>",6,13,1,0.325,20,5.5,121,159,280,0.432,6,13,1,0.325,20,5.5,121,159,280,0.432,,,,,,,"1","1","1","1",,
86,"6EFDCE37-BD13-403F-9C7C-B5AE1D16C6DE","Branded","Branded",16,"C","<p><font size=""3"" face=""Calibri"">Whether on or off the field, the ladies of  Branded, formerly known as Unleash the Beast, are sure to find a good  time. In their shiny new sponsor bar, Branded Saloon, the girls have  found a place to unwind, replay the day&rsquo;s highlights, and cultivate  copious inside jokes. The girls are primed and ready for the 2011 season  and all the tomfoolery it&rsquo;s sure to bring. </font></p>",10,9,1,0.525,20,1.5,159,157,316,0.503,10,9,1,0.525,20,1.5,159,157,316,0.503,,,"2011-05-13 09:42:00",,78,,"1","1","1","1",,
87,"FCDD8B4F-D451-4DDB-A3D1-7702AA4391DF","Chix-w-Stix","Chix-w-Stix",16,"C","Chix-with-Stix are back for their seventh year in the BASL. These fun and frisky (and cute) gals will make sure to give you a run for your money on the field. Off the field, they’ll make sure to make your day and show you a good time. Either way, the Chix will be sure to spice up the life of the Womens Division.",10,9,1,0.525,20,1.5,179,164,343,0.522,10,9,1,0.525,20,1.5,179,164,343,0.522,,,,,,,"1","1","1","1",,
88,"829C9A30-9745-447F-B016-973186700505","Go! Girls","Go! Girls",16,"C","<p>Sponsored by GO! Magazine, the GO! Girls are back for their&nbsp;fourth season in the Women&rsquo;s Division and ready to repeat some of their past success. The girls enter the season full of talent, humor &ndash; and maybe a little bravado &ndash; that is sure to make you take notice. This season, they&rsquo;re looking for some good, clean competition on the softball field &ndash; or at the local bar&rsquo;s beer pong table!</p>",10,9,1,0.525,20,1.5,155,154,309,0.502,10,9,1,0.525,20,1.5,155,154,309,0.502,,,"2011-04-21 09:55:00",,78,,"1","1","1","1",,
89,"ECF93E69-787E-4CA2-9025-82DDE557D8E9","Silent Assassins","Silent Assassins",16,"C",,12,8,0,0.6,20,0,181,161,342,0.529,12,8,0,0.6,20,0,181,161,342,0.529,,,,,,,"1","1","1","1",,
90,"ABBA2D10-929F-408B-9CAF-D6625D833A55","Hellcats","Hellcats",17,"C","<p>The Hellcats are on the prowl!&nbsp; We are a team made up of new friends and old, ready for fun on and off the field.&nbsp; We had a strong showing in 2010-and are ready to kick butt and takes names in 2011!&nbsp; Sachs division better watch out!</p>",6,13,1,0.325,20,8.5,114,160,274,0.416,6,13,1,0.325,20,8.5,114,160,274,0.416,,,,,,,"1","1","1","1",,
91,"F1FABBF0-0959-496C-B64B-02AB5B29D921","Lady Heat","Lady Heat",17,"C","This team was formed by a group of friends who just won the Betty’s Division championship in the New York Urban Professional Basketball League while playing as the Lady Realms. They love to compete, and welcome their new members.",5,11,4,0.25,20,8,158,206,,,,,,,,5,,,,,,,,,,,"1","1","1","1",,
92,"A6EF44E2-0493-4875-B057-DA71FE60C9CC","Truck Stop","Truck Stop",17,"C",,12,5,3,0.675,20,1.5,209,124,333,0.628,12,5,3,0.675,20,1.5,209,124,333,0.628,,,,,,,"1","1","1","1",,
93,"38FF5FBB-7A33-4B56-943E-6A5EA777FA62","Brewers","Brewers",17,"C",,14,4,2,0.75,20,0,189,110,299,0.632,14,4,2,0.75,20,0,189,110,299,0.632,,,,,,,"1","1","1","1",,
94,"4D0E0ABB-7850-4825-AC86-5A6D7348E90F","Alpacas","Alpacas",17,"C",,6,10,2,0.389,18,7,101,171,272,0.371,6,10,2,0.389,18,7,101,171,272,0.371,,,,,,,"1","1","1","1",,
95,"18BFF91E-F9AF-4E27-9AEE-C5F6AA83C331","Warriors","Warriors",19,"C",,2,5,0,0.286,7,4.5,69,80,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
96,"18543510-EADC-4D3C-9741-8FCBBE225A8F","Fall Guys","Fall Guys",19,"C",,7,1,0,0.875,8,0,124,59,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
97,"F638248F-5E3A-489F-BDEE-3EC879EA7A77","Titans","Titans",19,"C",,2,6,0,0.25,8,5,71,105,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
98,"3AE09C0A-12CC-40DE-938B-18FCAA1A7DA4","Cyclones","Cyclones",19,"C",,2,6,0,0.25,8,5,50,122,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
99,"D7223380-18EE-4539-B5C2-4B6F18E5DBA1","Wings","Wings",19,"C",,6,1,0,0.857,7,0.5,95,43,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
100,"C6A825CF-DC83-403C-9C2E-A27AFBEBDA37","Sons O' Pitches","Sons O' Pitches",20,"C",,4,3,1,0.5,8,2,84,57,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
101,"FE11B895-BD5F-4151-831A-DC31CBCC84B2","Grizzlies","Grizzlies",20,"C",,1,7,0,0.125,8,5.5,26,114,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
102,"69F8CFFE-61CF-461A-97F0-A232E2661D38","Jesters","Jesters",20,"C",,5,3,0,0.625,8,1.5,78,52,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
103,"E0694CAF-BD72-4366-BE2C-26D4A1A96EC7","Rookies","Rookies",20,"C",,5,3,0,0.625,8,1.5,85,55,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
104,"0D4B8CC6-62F5-411E-8A46-1ECA8405F971","Top Shelf","Top Shelf",20,"C",,2,6,0,0.25,8,4.5,51,64,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
105,"A39028E7-9C6F-4B6D-BDFA-C61D19C408C3","Empires","Empires",20,"C",,6,1,1,0.75,8,0,86,68,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
106,"D7BF8137-5230-4D40-8956-FEF7526807A0","Bulldogs","Bulldogs",21,"C",,4,4,0,0.5,8,3,68,71,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
107,"69CC8D69-08D6-462D-80A6-14FE1ADBEC3A","Team RF","Team RF",21,"C",,0,6,0,0,6,6,22,83,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
108,"682C5D70-6D8B-4623-A1F4-7B86BDDA6F9C","Go! Girls","Go! Girls",21,"C",,6,0,0,1,6,0,92,28,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
109,"7126A010-F6A3-4654-8471-B6676F2488EA","Arsenal","Arsenal",22,"C",,9,11,0,0.45,20,6.5,166,194,360,0.461,9,11,0,0.45,20,6.5,166,194,360,0.461,,,,,,,,"1","1","1",,
110,"76825470-D296-443B-9EB5-8CF2F0F73CBC","Bandits","Bandits",22,"C",,8,13,0,0.381,21,8,200,198,398,0.503,8,13,0,0.381,21,8,200,198,398,0.503,,,,,,,,"1","1","1",,
111,"E2C4D7F5-A322-4823-9BBE-4B4EF283BB7D","Diablitos","Diablitos",22,"C",,5,16,0,0.238,21,11,142,323,465,0.305,5,16,0,0.238,21,11,142,323,465,0.305,,,,,,,,"1","1","1",,
112,"3CD72256-658A-4AAE-8E8E-F5425BB74DDF","Eagle","Eagle",22,"C",,16,5,0,0.762,21,0,265,147,412,0.643,16,5,0,0.762,21,0,265,147,412,0.643,,,,,,,,"1","1","1",,
113,"C0331DF5-B066-4F83-8472-EF7E96169EBD","Mavericks","Mavericks",22,"C",,14,6,0,0.7,20,1.5,226,134,360,0.628,14,6,0,0.7,20,1.5,226,134,360,0.628,,,,,,,,"1","1","1",,
114,"E8B6D385-FEC6-4E50-BB7F-687C60B3933E","Titans","Titans",22,"C","<p>From the ball field to the bar, the GYM&nbsp;Bar Titans play hard and have fun.</p>",8,12,1,0.405,21,7.5,169,217,386,0.438,8,12,1,0.405,21,7.5,169,217,386,0.438,,,"2012-06-25 16:51:00",,355,,,"1","1","1",,
115,"A12DE30C-8D52-41F9-ADD6-20B99B5D6CFA","Warriors","Warriors",22,"C",,8,12,0,0.4,20,7.5,176,202,378,0.466,8,12,0,0.4,20,7.5,176,202,378,0.466,,,,,,,,"1","1","1",,
116,"449C50A1-AD83-4B97-A9A3-A426BA02644A","Wings","Wings",22,"C",,13,6,1,0.675,20,2,212,141,353,0.601,13,6,1,0.675,20,2,212,141,353,0.601,,,,,,,,"1","1","1",,
117,"C7981780-053A-4AA9-A142-5BA6E467670B","Cyclones","Cyclones",23,"C","<p>The <strong>Cyclones</strong>, formerly the Celtics, return for an 8th season with a large group of familiar veteran faces. They're looking forward to a fun and competitive season in the <strong>Fitzpatrick Division</strong>.</p>",15,5,1,0.738,21,0,289,136,425,0.68,15,5,1,0.738,21,0,289,136,425,0.68,,,"2012-04-27 13:27:00",,227,,,"1","1","1",,
118,"6BAFAA90-D8E0-4963-AB62-F51D6DACCA18","Demons","Demons",23,"C",,14,5,0,0.737,19,0.5,218,166,384,0.568,14,5,0,0.737,19,0.5,218,166,384,0.568,,,,,,,,"1","1","1",,
119,"D1A12DEE-DBE2-4AD7-AB37-11C53CF8C924","Fusion","Fusion",23,"C",,14,5,0,0.737,19,0.5,250,159,409,0.611,14,5,0,0.737,19,0.5,250,159,409,0.611,,,,,,,,"1","1","1",,
120,"A0F794DF-A5CC-4082-9427-AA5B11B93A6B","Rams","Rams",23,"C",,6,14,1,0.31,21,9,176,319,495,0.356,6,14,1,0.31,21,9,176,319,495,0.356,,,"2012-04-23 12:07:00",,752,,,"1","1","1",,
121,"163C2EA1-7A3A-46F9-8B2F-573723DB553A","Renegades","Renegades",23,"C",,10,11,0,0.476,21,5.5,216,184,400,0.54,10,11,0,0.476,21,5.5,216,184,400,0.54,,,,,,,,"1","1","1",,
122,"91DB4850-F142-4A2F-BBE4-E7A9905A41DF","Ritz Rebels","Ritz Rebels",23,"C",,10,8,1,0.553,19,4,171,164,335,0.51,10,8,1,0.553,19,4,171,164,335,0.51,,,,,,,,"1","1","1",,
123,"7C5AC6FD-6852-4572-A419-797D01BFA07E","Rookies","Rookies",23,"C",,5,14,2,0.238,21,9.5,198,265,,,,,,,,5,,,,,,,,,,,,"1","1","1",,
124,"3D914D61-9F5A-43E0-AC33-6DFC83E7CBFB","Wildcats","Wildcats",23,"C","<p>In 2012, the Wildcats enter their second year. We look forward to another fun season with a great core of returning players and some great additions.</p>",3,15,1,0.184,19,11,108,233,341,0.317,3,15,1,0.184,19,11,108,233,341,0.317,,,"2012-04-18 07:09:00",,236,,,"1","1","1",,
125,"DAD3AB57-2DEC-492F-B834-B5F18A719C6E","Ballbreakers","Ballbreakers",24,"C",,16,6,0,0.727,22,3.5,244,227,471,0.518,16,6,0,0.727,22,3.5,244,227,471,0.518,,,,,,,,"1","1","1",,
